Hi,Hi.
I just wish I knew how to speak French.,Natamani tu ningejua kuongea Kifaransa.
I knew that something bad might happen.,Nilijua kuwa kitu kibaya kinaweza kutokea.
I like the Japanese language very much.,Ninapenda lugha ya Kijapani sana.
I remember seeing him somewhere before.,Nakumbuka kumuona mahali pengine hapo awali.
I still haven't learned to drive a car.,Bado sijajifunza kuendesha gari.
I think I mistakenly deleted that file.,Nadhani nilikosea faili hiyo vibaya.
I thought you might want to come along.,Nilidhani unaweza kutaka kuja pamoja.
I thought you might want to come along.,Nilidhani unaweza kutaka kuja pamoja.
I thought you said you didn't like Tom.,Nilidhani umesema haupendi Tom.
I was supposed to tell Tom where to go.,Nilitakiwa kumwambia Tom aende wapi.
I wasn't aware that Tom should do that.,Sikujua kuwa Tom anapaswa kufanya hivyo.
"I will ask him about it tomorrow, then.","Nitamuuliza juu yake kesho, basi."
I'll try to shape my ideas into a book.,Nitajaribu kuunda maoni yangu kuwa kitabu.
I'm looking forward to summer vacation.,Natarajia likizo ya majira ya joto.
I'm looking forward to summer vacation.,Natarajia likizo ya majira ya joto.
I'm sorry I didn't reply to you sooner.,Samahani sikukujibu mapema.
"Instead of going myself, I sent a gift.","Badala ya kwenda mwenyewe, nilituma zawadi."
It's very important to get enough rest.,Ni muhimu sana kupata kupumzika vya kutosha.
It's very important to get enough rest.,Ni muhimu sana kupata kupumzika vya kutosha.
January is the first month of the year.,Januari ni mwezi wa kwanza wa mwaka.
Japan relies on Arab countries for oil.,Japan hutegemea nchi za Kiarabu kwa mafuta.
Many students took part in the contest.,Wanafunzi wengi walishiriki kwenye mashindano.
Mars resembles our planet in some ways.,Mars inafanana na sayari yetu kwa njia kadhaa.
My daughter is getting married in June.,Binti yangu anaolewa mnamo Juni.
One of my dreams is to learn Icelandic.,Moja ya ndoto zangu ni kujifunza Kiaislandi.
"Seeing the policeman, the man ran away.","Kuona polisi, mtu huyo alikimbia."
"Seeing the policeman, the man ran away.","Kuona polisi, mtu huyo alikimbia."
Thank you for inviting me to the party.,Asante kwa kunialika kwenye sherehe.
Thank you for inviting me to the party.,Asante kwa kunialika kwenye sherehe.
That kind of person will fail for sure.,Mtu wa aina hiyo atashindwa kwa hakika.
The committee consists of four members.,Kamati hiyo ina wanachama wanne.
The committee consists of four members.,Kamati hiyo ina wanachama wanne.
The crowd yelled when he scored a goal.,Umati wa watu ulipiga kelele wakati alifunga bao.
The enemy kept up the attack all night.,Adui aliendelea kushambulia usiku kucha.
The grand jury indicted Tom for murder.,Jaji mkuu alimshtaki Tom kwa mauaji.
There are a lot of students in the gym.,Kuna wanafunzi wengi kwenye mazoezi.
There were 150 passengers on the plane.,Kulikuwa na abiria 150 kwenye ndege.
There's a body in the trunk of the car.,Kuna mwili kwenye shina la gari.
This is the worst thing I've ever done.,Hili ndilo jambo mbaya kabisa ambalo nimewahi kufanya.
Tom doesn't have either a cat or a dog.,Tom hana paka au mbwa.
Tom doesn't like talking about himself.,Tom hapendi kuzungumza juu yake mwenyewe.
Tom doesn't think that Mary is at home.,Tom hafikirii kuwa Mariamu yuko nyumbani.
Tom felt something crawling on his arm.,Tom alihisi kitu akitambaa kwenye mkono wake.
Tom hung his new dartboard on the wall.,Tom alipachika dartboard yake mpya ukutani.
Tom wanted to know where Mary had been.,Tom alitaka kujua ni wapi Mariamu alikuwa.
Tom was the last one to see Mary alive.,Tom ndiye wa mwisho kumuona Mariamu akiwa hai.
Tom wouldn't have known the difference.,Tom asingejua tofauti hiyo.
We need to communicate with each other.,Tunahitaji kuwasiliana na kila mmoja.
What he said would happen has happened.,Alichosema kitatokea kimetokea.
What time did you go to bed last night?,Ulilala saa ngapi jana usiku?
"Which do you like better, meat or fish?","Je! Ni ipi unayopenda bora, nyama au samaki?"
Why did you leave your job on the farm?,Kwa nini umeacha kazi yako kwenye shamba?
Why didn't you tell us you knew French?,Kwa nini haukutuambia unajua Kifaransa?
Why doesn't he send me letters anymore?,Kwa nini hajanitumia barua tena?
You have brought shame upon our family.,Umeleta aibu kwa familia yetu.
You made the same mistake as last time.,Ulifanya makosa sawa na mara ya mwisho.
You must be the temporary we asked for.,Lazima uwe wa muda mfupi ambao tuliuliza.
You must realize that I can't help you.,Lazima utambue kuwa siwezi kukusaidia.
You'd better start as soon as possible.,Afadhali uanze haraka iwezekanavyo.
Your examination results are excellent.,Matokeo yako ya uchunguzi ni bora.
Your examination results are excellent.,Matokeo yako ya uchunguzi ni bora.
All of my grandparents are still living.,Babu zangu wote bado wanaishi.
All you have to do is tell Tom to leave.,Unachohitajika kufanya ni kumwambia Tom aondoke.
All you have to do is tell Tom to leave.,Unachohitajika kufanya ni kumwambia Tom aondoke.
Can you translate English into Japanese?,Je! Unaweza kutafsiri Kiingereza kwa Kijapani?
Children begin school at the age of six.,Watoto huanza shule wakiwa na umri wa miaka sita.
Could you give me a ride to the station?,Je! Unaweza kunipa safari ya kwenda kituo?
Did you practice the piano this morning?,Je! Ulifanya piano asubuhi ya leo?
Do you know who invented the microscope?,Je! Unajua ni nani aliyegundua darubini?
Do you think this book is worth reading?,Je! Unafikiri kitabu hiki kinafaa kusoma?
Either you or I must attend the meeting.,Ama wewe au lazima nihudhurie mkutano.
He fell in love with her at first sight.,Alimpenda mara ya kwanza.
He only paid ten dollars for that shirt.,Alilipa dola kumi tu kwa shati hilo.
He was covered in mud from head to foot.,Alifunikwa na matope kutoka kichwa hadi miguu.
He was covered in mud from head to foot.,Alifunikwa na matope kutoka kichwa hadi miguu.
He was hit by a car and died right away.,Alipigwa na gari na akafa mara moja.
"He's very honest, so we can rely on him.","Yeye ni mwaminifu sana, kwa hivyo tunaweza kumtegemea."
Her ambition is to become an ambassador.,Tamaa yake ni kuwa balozi.
Her ambition is to become an ambassador.,Tamaa yake ni kuwa balozi.
His wife goes with him wherever he goes.,Mkewe huenda naye popote aendako.
How long have you been teaching Spanish?,Umekuwa ukifundisha Kihispania kwa muda gani?
How many people did you see in the park?,Umeona watu wangapi kwenye bustani?
Humans were never meant to live forever.,Wanadamu hawakuwahi kusudiwa kuishi milele.
I don't feel like eating anything today.,Sijisikii kula chochote leo.
I don't know if I'll have time to do it.,Sijui ikiwa nitakuwa na wakati wa kuifanya.
I don't think Tom would want to do that.,Sidhani Tom angependa kufanya hivyo.
I have been walking for over four hours.,Nimekuwa nikitembea kwa zaidi ya masaa manne.
I have no words to express my gratitude.,Sina maneno ya kutoa shukrani zangu.
I have no words to express my gratitude.,Sina maneno ya kutoa shukrani zangu.
I liked the room overlooking the valley.,Nilipenda chumba kinachoangalia bonde.
I remember hearing that music somewhere.,Nakumbuka kusikia muziki huo mahali pengine.
"I'm at work now, so I'll call you later.","Niko kazini sasa, kwa hivyo nitakupigia baadaye."
"I'm at work now, so I'll call you later.","Niko kazini sasa, kwa hivyo nitakupigia baadaye."
I'm going to go visit my uncle tomorrow.,Nitaenda kumtembelea mjomba wangu kesho.
I'm looking forward to doing this again.,Ninatarajia kufanya hivi tena.
I'm not sure what Tom was talking about.,Sina hakika kuwa Tom alikuwa akizungumzia nini.
I'm old enough to make my own decisions.,Mimi ni mzee wa kutosha kufanya maamuzi yangu mwenyewe.
"I'm sorry, but it's no longer available.","Samahani, lakini haipatikani tena."
I'm sure I've seen him somewhere before.,Nina hakika nimemwona mahali pengine hapo awali.
I've worked as a waiter for three years.,Nimefanya kazi kama mhudumu kwa miaka mitatu.
"If I were you, I would also do the same.","Kama ningekuwa wewe, ningefanya vivyo hivyo."
"If it rains tomorrow, I'll stay at home.","Ikiwa inanyesha kesho, nitakaa nyumbani."
It is certainly possible if you want it.,Kwa kweli inawezekana ikiwa unataka.
It's too dangerous for you to stay here.,Ni hatari sana kwako kukaa hapa.
It's too dangerous for you to stay here.,Ni hatari sana kwako kukaa hapa.
Many tourists visit Kyoto in the spring.,Watalii wengi hutembelea Kyoto katika chemchemi.
Mastering a foreign language isn't easy.,Kujua lugha ya kigeni sio rahisi.
Muslims always pray facing toward Mecca.,Waislamu daima huomba wanakabiliwa na Makka.
No fewer than 50 passengers were killed.,Sio chini ya abiria 50 waliuawa.
Our house was robbed while we were away.,Nyumba yetu ilinyang'anywa wakati tulipokuwa mbali.
Please tell Tom I'm sorry that happened.,Tafadhali mwambie Tom samahani hiyo ilitokea.
Shouldn't you be getting ready for work?,Je! Haupaswi kuwa tayari kwa kazi?
"Speech is silver, but silence is golden.","Hotuba ni ya fedha, lakini ukimya ni wa dhahabu."
The United States annexed Texas in 1845.,Merika ilishikilia Texas mnamo 1845.
"The car broke down, so they had to walk.","Gari ilivunjika, kwa hivyo ilibidi watembee."
The cargo ship arrived four hours early.,Meli ya mizigo ilifika masaa manne mapema.
"The dip was so hot, it burned my tongue.","Kuzamisha ilikuwa moto sana, ilichoma ulimi wangu."
The police officer fired a warning shot.,Afisa wa polisi alipiga risasi ya onyo.
The situation is worse than we believed.,Hali ni mbaya kuliko vile tulivyoamini.
The students learned this poem by heart.,Wanafunzi walijifunza shairi hili kwa moyo.
The students learned this poem by heart.,Wanafunzi walijifunza shairi hili kwa moyo.
The tourists wandered around the stores.,Watalii walizunguka kwenye duka.
There are a lot of children in the park.,Kuna watoto wengi kwenye bustani.
There are several ways to measure speed.,Kuna njia kadhaa za kupima kasi.
There is little milk left in the bottle.,Kuna maziwa kidogo yaliyobaki kwenye chupa.
This is where Tom usually parks his car.,Hapa ndipo Tom kawaida hupakia gari lake.
This park is really beautiful and clean.,Hifadhi hii ni nzuri na safi.
"To make matters worse, her husband died.","Ili kufanya mambo kuwa mabaya zaidi, mumewe alikufa."
"To make matters worse, her husband died.","Ili kufanya mambo kuwa mabaya zaidi, mumewe alikufa."
Tom asked me if I knew where Mary lived.,Tom aliniuliza ikiwa najua Mariamu aliishi wapi.
Tom got three presents for his birthday.,Tom alipata zawadi tatu kwa siku yake ya kuzaliwa.
Tom is the one who paid for the tickets.,Tom ndiye aliyelipa tikiti.
Tom isn't interested in politics at all.,Tom havutii na siasa hata kidogo.
Tom isn't old enough to understand this.,Tom sio mzee wa kutosha kuelewa hii.
Tom was eating dinner when Mary arrived.,Tom alikuwa akila chakula cha jioni wakati Mariamu alifika.
We're going to wait until Tom gets here.,Tutasubiri hadi Tom atakapofika hapa.
We're no longer living in the stone age.,Hatuishi tena katika umri wa jiwe.
What time does your watch say it is now?,Je! Saa yako inasema ni saa ngapi sasa?
"When he was young, he was a hard worker.","Wakati alikuwa mchanga, alikuwa mfanyakazi ngumu."
Where is the tourist information office?,Ofisi ya Habari ya Watalii iko wapi?
Why don't you ride your bicycle to work?,Kwa nini usipanda baiskeli yako kufanya kazi?
You can't afford to neglect your health.,Huwezi kumudu kupuuza afya yako.
You must have the report done by Monday.,Lazima ripoti hiyo ifanyike na Jumatatu.
You must work hard in order not to fail.,Lazima ufanye kazi kwa bidii ili usishindwa.
You should be ashamed of your ignorance.,Unapaswa kuwa na aibu juu ya ujinga wako.
You will never get bored in her company.,Hautawahi kuchoka katika kampuni yake.
"A long time ago, there was a bridge here.","Muda mrefu uliopita, kulikuwa na daraja hapa."
All Tom really wanted was glass of water.,Yote Tom alitaka sana ilikuwa glasi ya maji.
Do I have to answer all of the questions?,Je! Lazima nijibu maswali yote?
Do I have to answer all of the questions?,Je! Lazima nijibu maswali yote?
Do you remember what you did last Friday?,Unakumbuka kile ulichofanya Ijumaa iliyopita?
Do you remember what you did last Friday?,Unakumbuka kile ulichofanya Ijumaa iliyopita?
"Don't worry, I'll translate that for you.","Usijali, nitatafsiri hiyo kwako."
Don't you think you should get some rest?,Je! Unafikiri unapaswa kupumzika?
Everyone has both strong and weak points.,Kila mtu ana alama zote kali na dhaifu.
"Frankly speaking, I don't agree with you.","Kwa kusema ukweli, sikubaliani na wewe."
Good morning. We have good weather today.,Habari za asubuhi. Tuna hali ya hewa nzuri leo.
Have you ever written a computer program?,Je! Umewahi kuandika programu ya kompyuta?
Have you finished writing the letter yet?,Je! Umemaliza kuandika barua bado?
He had no difficulty solving the problem.,Hakuwa na ugumu wa kutatua shida.
He is on the point of leaving for Canada.,Yuko kwenye hatua ya kuondoka kwenda Canada.
He likes to go to the beach now and then.,Yeye anapenda kwenda pwani mara kwa mara.
His daughter and my son are good friends.,Binti yake na mwanangu ni marafiki wazuri.
I always wondered what was in your attic.,Siku zote nilijiuliza ni nini kilikuwa kwenye chumba chako cha kulala.
I believe he is going to be rich one day.,Ninaamini atakuwa tajiri siku moja.
I didn't know how to answer his question.,Sikujua jinsi ya kujibu swali lake.
I don't know exactly when I will be back.,Sijui ni lini nitarudi.
I have three cousins on my mother's side.,Nina binamu watatu kwa upande wa mama yangu.
I just don't feel like going out tonight.,Sijisikii kama kwenda nje usiku wa leo.
I just don't feel like going out tonight.,Sijisikii kama kwenda nje usiku wa leo.
I remember seeing her once on the street.,Nakumbuka kumuona mara moja barabarani.
I remember seeing her once on the street.,Nakumbuka kumuona mara moja barabarani.
I saw a fox run across the road just now.,Niliona mbweha akitembea barabarani sasa.
I think Tom is likely to like this movie.,Nadhani Tom anaweza kupenda sinema hii.
I want to spend more time alone with you.,Nataka kutumia wakati mwingi peke yako na wewe.
I was fortunate to make his acquaintance.,Nilikuwa na bahati ya kufanya marafiki wake.
I've decided to stay for a few more days.,Nimeamua kukaa kwa siku chache zaidi.
"Instead of going myself, I sent a letter.","Badala ya kwenda mwenyewe, nilituma barua."
Is Tom really going to Boston by himself?,Je! Kweli Tom anaenda Boston peke yake?
Is this a picture that you yourself drew?,Je! Hii ni picha ambayo wewe mwenyewe umechora?
Is this a picture that you yourself drew?,Je! Hii ni picha ambayo wewe mwenyewe umechora?
It is rude to speak with your mouth full.,Ni ujinga kuongea na mdomo wako umejaa.
It seems like years since Sunday morning.,Inaonekana kama miaka tangu Jumapili asubuhi.
Language acquisition requires creativity.,Upataji wa lugha unahitaji ubunifu.
Let's get out of here before Tom sees us.,Wacha tuondoke hapa kabla Tom hajatuona.
Let's get out of here before Tom sees us.,Wacha tuondoke hapa kabla Tom hajatuona.
Let's get out of here before Tom sees us.,Wacha tuondoke hapa kabla Tom hajatuona.
Make a sentence with each of these words.,Tengeneza sentensi na kila moja ya maneno haya.
Most people write about their daily life.,Watu wengi huandika juu ya maisha yao ya kila siku.
One is Japanese and the other is Italian.,Moja ni Kijapani na nyingine ni Italia.
One of the suitcases is completely empty.,Moja ya suti ni tupu kabisa.
Please don't talk about me when I'm gone.,Tafadhali usizungumze juu yangu wakati nimeenda.
Soccer is the world's most popular sport.,Soka ni mchezo maarufu ulimwenguni.
The cough syrup has a licorice flavoring.,Syrup ya kikohozi ina ladha ya licorice.
The houses caught fire one after another.,Nyumba hizo zilipata moto baada ya mwingine.
The rioters beat many policemen to death.,Wanajeshi walipiga polisi wengi hadi kufa.
The strike affected the nation's economy.,Mgomo huo uliathiri uchumi wa taifa.
The students learned many poems by heart.,Wanafunzi walijifunza mashairi mengi kwa moyo.
The teacher is with the school principal.,Mwalimu yuko na mkuu wa shule.
The world is full of gossipers and liars.,Ulimwengu umejaa kejeli na waongo.
There are many red flowers in the garden.,Kuna maua mengi nyekundu kwenye bustani.
There is no reason why I shouldn't do it.,Hakuna sababu kwa nini sipaswi kuifanya.
They say that Venice is a beautiful city.,Wanasema kwamba Venice ni mji mzuri.
This is the worst movie I have ever seen.,Hii ndio sinema mbaya kabisa ambayo nimewahi kuona.
This medicine will relieve your headache.,Dawa hii itapunguza maumivu yako ya kichwa.
This medicine will relieve your headache.,Dawa hii itapunguza maumivu yako ya kichwa.
Throw a stick and watch the dog fetch it.,Tupa fimbo na uangalie mbwa kuichukua.
"Today, I was done with my homework early.","Leo, nilimaliza kazi yangu ya nyumbani mapema."
Tom became depressed after Mary left him.,Tom alifadhaika baada ya Mariamu kumuacha.
Tom has decided to start studying French.,Tom ameamua kuanza kusoma Kifaransa.
Tom isn't qualified to teach high school.,Tom hajastahili kufundisha shule ya upili.
Tom isn't sure whether he's ready or not.,Tom hana hakika kama yuko tayari au la.
Tom said he wanted something else to eat.,Tom alisema anataka kitu kingine kula.
Tom spent the entire afternoon with Mary.,Tom alitumia alasiri nzima na Mariamu.
Tom thinks Mary should apologize to John.,Tom anafikiria Mariamu anapaswa kuomba msamaha kwa John.
Tom wanted to go wherever Mary was going.,Tom alitaka kwenda popote Mariamu alikuwa akienda.
We haven't received any help from anyone.,Hatujapata msaada wowote kutoka kwa mtu yeyote.
What time does this train reach Yokohama?,Je! Treni hii inafika saa ngapi Yokohama?
"Without your advice, I would have failed.","Bila ushauri wako, ningeshindwa."
"Without your advice, I would have failed.","Bila ushauri wako, ningeshindwa."
Would you please pour me a cup of coffee?,Je! Tafadhali unimimine kikombe cha kahawa?
Would you please tell me your name again?,Tafadhali unaweza kuniambia jina lako tena?
You don't have to listen to what he says.,Sio lazima usikilize anachosema.
You don't have to listen to what he says.,Sio lazima usikilize anachosema.
You had better stay away from work today.,Afadhali kukaa mbali na kazi leo.
"You have cleaned your shoes, haven't you?","Umesafisha viatu vyako, sivyo?"
"After a while, the man came into the room.","Baada ya muda, mtu huyo aliingia chumbani."
Both of my parents don't know how to swim.,Wazazi wangu wote hawajui kuogelea.
Can you tell me how to get to the station?,Je! Unaweza kuniambia jinsi ya kufika kituo?
Cancer can be cured if discovered in time.,Saratani inaweza kuponywa ikiwa itagunduliwa kwa wakati.
"Could you get me a glass of water, please?","Je! Unaweza kunipatia glasi ya maji, tafadhali?"
Could you please tell me why you love her?,Tafadhali unaweza kuniambia kwanini unampenda?
Could you please tell me why you love her?,Tafadhali unaweza kuniambia kwanini unampenda?
Do you believe in the existence of ghosts?,Je! Unaamini katika uwepo wa vizuka?
Do you really want to talk about that now?,Je! Kweli unataka kuzungumza juu ya hilo sasa?
Do you really want to talk about that now?,Je! Kweli unataka kuzungumza juu ya hilo sasa?
Do you remember the day when we first met?,Je! Unakumbuka siku ambayo tulikutana kwa mara ya kwanza?
Don't give up yet. I'm sure you can do it.,Usikate tamaa bado. Nina hakika unaweza kuifanya.
Don't worry. He doesn't understand German.,Usijali. Haelewi Kijerumani.
Everyone wants to meet you. You're famous!,Kila mtu anataka kukutana nawe. Wewe ni maarufu!
He was accused of stealing dinosaur bones.,Alishtumiwa kwa kuiba mifupa ya dinosaur.
He was covered with mud from head to foot.,Alifunikwa na matope kutoka kichwa hadi miguu.
He was covered with mud from head to foot.,Alifunikwa na matope kutoka kichwa hadi miguu.
He works hard to support his large family.,Yeye hufanya kazi kwa bidii kusaidia familia yake kubwa.
"He's very honest, so we can depend on him.","Yeye ni mwaminifu sana, kwa hivyo tunaweza kumtegemea."
How far is it from your house to the park?,Je! Ni umbali gani kutoka kwa nyumba yako kwenda kwenye bustani?
I advise you not to keep company with Tom.,Ninakushauri usiendelee na Tom.
I always get nervous before I go on stage.,Mimi huwa na wasiwasi kabla ya kwenda kwenye hatua.
I bought every book on Japan I could find.,Nilinunua kila kitabu kwenye Japan ningeweza kupata.
I cannot give you a definite answer today.,Siwezi kukupa jibu dhahiri leo.
I cannot give you a definite answer today.,Siwezi kukupa jibu dhahiri leo.
I didn't expect so many people to be here.,Sikutarajia watu wengi kuwa hapa.
I don't know whether Tom is hungry or not.,Sijui kama Tom ana njaa au la.
I don't think it will rain this afternoon.,Sidhani kama itanyesha mchana huu.
I don't want to talk about this right now.,Sitaki kuzungumza juu ya hii hivi sasa.
I give my pledge that I will quit smoking.,Ninatoa ahadi yangu kwamba nitaacha kuvuta sigara.
I haven't been completely honest with you.,Sijakuwa mwaminifu kabisa kwako.
I met her in the winter several years ago.,Nilikutana naye wakati wa msimu wa baridi miaka kadhaa iliyopita.
I think that you're doing the right thing.,Nadhani unafanya jambo sahihi.
I was about to go out when the phone rang.,Nilikuwa karibu kwenda nje wakati simu ilipiga.
"If you don't hurry, you'll miss the train.","Ukikosa haraka, utakosa gari moshi."
It is no use trying to solve this problem.,Sio matumizi kujaribu kutatua shida hii.
Japanese tourists abroad are big spenders.,Watalii wa Japan nje ya nchi ni watumizi wakubwa.
Law and politics are two different things.,Sheria na siasa ni vitu viwili tofauti.
My alarm clock didn't go off this morning.,Saa yangu ya kengele haikuenda asubuhi ya leo.
My father contracted pneumonia last month.,Baba yangu alipata pneumonia mwezi uliopita.
My favorite music instrument is the flute.,Chombo changu cha muziki nipendacho ni filimbi.
Our teacher will go to the USA next month.,Mwalimu wetu atakwenda USA mwezi ujao.
Our teacher will go to the USA next month.,Mwalimu wetu atakwenda USA mwezi ujao.
She advised him not to use too much sugar.,Alimshauri asitumie sukari nyingi.
She advised him not to use too much sugar.,Alimshauri asitumie sukari nyingi.
She didn't even try to do the right thing.,Hakujaribu hata kufanya jambo sahihi.
She likes music better than anything else.,Yeye anapenda muziki bora kuliko kitu kingine chochote.
She resembles her mother in every respect.,Anafanana na mama yake kwa kila heshima.
"Since you're here, we might as well begin.","Kwa kuwa uko hapa, tunaweza kuanza."
Switch on the light. I can't see anything.,Badili taa. Siwezi kuona chochote.
That feast was one of the best I ever had.,Sikukuu hiyo ilikuwa moja ya bora ambayo nimewahi kuwa nayo.
That's the stupidest thing I've ever said.,Hilo ndilo jambo la kijinga kabisa ambalo nimewahi kusema.
That's the ugliest snowman I've ever seen.,Huyo ndiye mtu mbaya zaidi wa theluji ambaye nimewahi kumuona.
The town is always crawling with tourists.,Jiji linatambaa kila wakati na watalii.
The wounded woman was a Brazilian tourist.,Mwanamke aliyejeruhiwa alikuwa mtalii wa Brazil.
This is the very CD I've been looking for.,Hii ndio CD ambayo nimekuwa nikitafuta.
Tom and Mary live in a house by the river.,Tom na Mariamu wanaishi katika nyumba karibu na mto.
Tom doesn't seem to know a lot about Mary.,Tom haionekani kujua mengi juu ya Mariamu.
Tom hopes you're able to attend his party.,Tom anatarajia kuwa una uwezo wa kuhudhuria sherehe yake.
Tom is able to speak three languages well.,Tom ana uwezo wa kuzungumza lugha tatu vizuri.
Tom is going to boarding school next year.,Tom anaenda shule ya bweni mwaka ujao.
Tom is planning to study abroad next year.,Tom amepanga kusoma nje ya nchi mwaka ujao.
Tom's horse reared suddenly and threw him.,Farasi wa Tom alikua ghafla na kumtupa.
We are going to travel abroad this summer.,Tutasafiri kwenda nje ya nchi msimu huu wa joto.
What time will the flight arrive in Tokyo?,Je! Ndege itafika saa ngapi Tokyo?
Who knows what might happen in the future?,Nani anajua nini kinaweza kutokea katika siku zijazo?
Why is he angry about something like that?,Kwa nini anakasirika juu ya kitu kama hicho?
Why is he angry about something like that?,Kwa nini anakasirika juu ya kitu kama hicho?
Will you help me with my English homework?,Je! Utanisaidia na kazi yangu ya nyumbani ya Kiingereza?
Will you make a list of issues to discuss?,Je! Utafanya orodha ya maswala ya kujadili?
"You don't know what you are doing, do you?","Hujui unafanya nini, je!"
You run into Japanese tourists everywhere.,Unakimbilia watalii wa Kijapani kila mahali.
You were talking in your sleep last night.,Ulikuwa unazungumza katika usingizi wako jana usiku.
You'll learn how to do it sooner or later.,Utajifunza jinsi ya kufanya hivyo mapema au baadaye.
All you have to do is read these two pages.,Unachohitajika kufanya ni kusoma kurasa hizi mbili.
"By the way, have you ever been to Hokkaido?","Kwa njia, umewahi kwenda Hokkaido?"
Could you please repeat what you just said?,Tafadhali unaweza kurudia kile ulichosema tu?
Did you find a lot of Algerians in Germany?,Je! Ulipata Waalgeria wengi huko Ujerumani?
Didn't it occur to you to shut the windows?,Je! Haikutokea kwako kufunga madirisha?
Do you have anything to say regarding this?,Je! Una chochote cha kusema juu ya hii?
Do you have anything to say regarding this?,Je! Una chochote cha kusema juu ya hii?
Do you have one a little bigger than these?,Je! Unayo moja kubwa kuliko hizi?
Do you know which one of those guys is Tom?,Je! Unajua ni yupi kati ya hao watu ni Tom?
Do you remember the town where he was born?,Je! Unakumbuka mji ulizaliwa?
Don't forget to put a stamp on your letter.,Usisahau kuweka muhuri kwenye barua yako.
Don't worry about the results of your test.,Usijali kuhusu matokeo ya mtihani wako.
Don't worry about the results of your test.,Usijali kuhusu matokeo ya mtihani wako.
"Englishmen are, on the whole, conservative.","Waingereza ni, kwa ujumla, kihafidhina."
Everybody knows that two and two make four.,Kila mtu anajua kuwa mbili na mbili hufanya nne.
"Generally speaking, history repeats itself.","Kwa ujumla, historia inajirudia yenyewe."
"Generally speaking, history repeats itself.","Kwa ujumla, historia inajirudia yenyewe."
"Generally speaking, savings are increasing.","Kwa ujumla, akiba inaongezeka."
He is concerned about his father's illness.,Anajali ugonjwa wa baba yake.
He was known to the English as King Philip.,Alijulikana kwa Kiingereza kama Mfalme Philip.
He was so mad that he forgot to eat dinner.,Alikuwa wazimu sana hivi kwamba alisahau kula chakula cha jioni.
I am hoping to get two copies of this book.,Natarajia kupata nakala mbili za kitabu hiki.
I could not come because of the heavy rain.,Sikuweza kuja kwa sababu ya mvua nzito.
I couldn't catch on to the joke he told us.,Sikuweza kupata utani alituambia.
I first used a computer about 40 years ago.,Kwanza nilitumia kompyuta kama miaka 40 iliyopita.
I have been working since six this morning.,Nimekuwa nikifanya kazi tangu sita asubuhi ya leo.
I have to talk with her about the new plan.,Lazima nizungumze naye juu ya mpango mpya.
I love him more than any of the other boys.,Ninampenda zaidi kuliko wavulana wengine.
I think something may have happened to Tom.,Nadhani kuna kitu kinaweza kuwa kilitokea kwa Tom.
I think this table takes up too much space.,Nadhani meza hii inachukua nafasi nyingi.
I will wait for you in front of the school.,Nitakusubiri mbele ya shule.
I'd like to introduce some friends of mine.,Ningependa kuanzisha marafiki wangu wengine.
I'm afraid Tom doesn't want to talk to you.,Ninaogopa Tom hataki kuzungumza nawe.
I'm not even sure I want to see that movie.,Sina hakika hata nataka kuona sinema hiyo.
I've been looking forward to this all week.,Nimekuwa nikitazamia hii wiki nzima.
"If you want to dance, let's dance together.","Ikiwa unataka kucheza, wacha tucheze pamoja."
"If you want, I can show you how to do that.","Ikiwa unataka, naweza kukuonyesha jinsi ya kufanya hivyo."
Is the cat on the chair or under the chair?,Je! Paka yuko kwenye kiti au chini ya kiti?
Is there anyone who might want to hurt Tom?,Je! Kuna mtu yeyote ambaye anaweza kutaka kumuumiza Tom?
It appears to me that you are all mistaken.,Inaonekana kwangu kwamba nyote mmekosea.
It appears to me that you are all mistaken.,Inaonekana kwangu kwamba nyote mmekosea.
It is believed that he was a brave soldier.,Inaaminika kuwa alikuwa askari shujaa.
It is clear that he has made a big mistake.,Ni wazi kwamba amefanya makosa makubwa.
It was stupid of me to make such a mistake.,Ilikuwa ni ujinga kwangu kufanya makosa kama haya.
It's difficult to learn a foreign language.,Ni ngumu kujifunza lugha ya kigeni.
Let me help you. Your bags look very heavy.,Acha nikusaidie. Mifuko yako inaonekana nzito sana.
Maybe you can tell me where I can find Tom.,Labda unaweza kuniambia ni wapi ninaweza kupata Tom.
Maybe you can tell me where I can find Tom.,Labda unaweza kuniambia ni wapi ninaweza kupata Tom.
My father and mother have a big farm there.,Baba yangu na mama wana shamba kubwa hapo.
My name is known to everybody in my school.,Jina langu linajulikana kwa kila mtu katika shule yangu.
My older sister often drinks tea with milk.,Dada yangu mkubwa mara nyingi hunywa chai na maziwa.
My older sister often drinks tea with milk.,Dada yangu mkubwa mara nyingi hunywa chai na maziwa.
Norway is the richest country in the world.,Norway ndio nchi tajiri zaidi ulimwenguni.
Recent advances in medicine are remarkable.,Maendeleo ya hivi karibuni katika dawa ni ya kushangaza.
Respect yourself and you will be respected.,Kujiheshimu na utaheshimiwa.
She has made the same mistake as last time.,Amefanya makosa sawa na mara ya mwisho.
"She's busy now, so she can't talk with you.","Yuko busy sasa, kwa hivyo hawezi kuzungumza na wewe."
Success in life calls for constant efforts.,Kufanikiwa maishani kunahitaji juhudi za kila wakati.
"The football players were tired, but happy.","Wacheza mpira walikuwa wamechoka, lakini walifurahi."
The hammer and sickle symbolizes communism.,Nyundo na mundu zinaashiria ukomunisti.
